LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION,LATITUDE,LONGITUDE
0003021888-0001-3,ALFONSO LOPEZ,,1109 E 8TH STREET,LOS ANGELES,90021-1511,1109 8TH 90021-1511,,,,445230.0,Fruit & vegetable markets,14,09/12/2017,,"(34.0355, -118.2454)",34.0355,-118.2454
0003004920-0001-2,MAN AE INC,,3600   WILSHIRE BLVD   SUITE #1408,LOS ANGELES,90010-2618,3600 WILSHIRE 90010-2618,21151 S WESTERN AVENUE   SUITE #250,TORRANCE,90501-1724,424400.0,Grocery & related products,10,08/30/2017,,"(34.0607, -118.3036)",34.0607,-118.3036
0000226055-0001-7,MARK'S INTERNATIONAL WINES INC,THE WINE HOUSE,2311 COTNER AVENUE,LOS ANGELES,90064-1803,2311 COTNER 90064-1800,,,,424400.0,Grocery & related products,5,11/01/1972,,"(34.0376, -118.4379)",34.0376,-118.4379
0002929949-0001-4,PASCUAL P SIMON,ROSITAS MINI MARKET,1320 E 41ST STREET,LOS ANGELES,90011-3302,1320 41ST 90011-3302,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),9,08/15/2016,,"(34.0089, -118.2513)",34.0089,-118.2513
0002990061-0001-1,SOUTH CENTRAL SEAFOOD,,2424 S LELAND STREET   APARTMENT #8,SAN PEDRO,90731-5234,2424 LELAND 90731-5234,2424 S LELAND STREET   APARTMENT #8,SAN PEDRO,90731-5234,424400.0,Grocery & related products,15,06/01/2017,,"(33.7218, -118.3009)",33.7218,-118.3009
0003019980-0001-7,"QUALITY CUSTOM DISTRIBUTION SERVICES, INC.",,14317   LOMITAS AVENUE,LA PUENTE,91746-3017,14317 LOMITAS 91746-3017,2910 S MERIDIAN     SUITE #310,PUYALLUP,98373-1585,424400.0,Grocery & related products,0,08/04/2010,,"(34.0304, -117.9877)",34.0304,-117.9877
0003018392-0001-3,"E & EE, INC.",BILL'S MARKET,2800   PASADENA AVENUE,LOS ANGELES,90031-2001,2800 PASADENA 90031-2001,501 S KINGSLEY DRIVE   APARTMENT #23,LOS ANGELES,90020-3531,445100.0,Grocery stores (including supermarkets & convenience stores without gas),1,12/01/2017,,"(34.0794, -118.2146)",34.0794,-118.2146
0002573075-0001-0,SF MARKETS LLC,,10821 ZELZAH AVENUE,GRANADA HILLS,91344-4433,10821 ZELZAH 91344-4433,201 W UNIVERSITY AVENUE,CHAMPAIGN,61820-8802,424400.0,Grocery & related products,12,09/07/2011,,"(34.2666, -118.5234)",34.2666,-118.5234
0002759334-0001-7,MOHAMMAD SHARIATZADEH,HI +CHI,2231 E 1ST STREET   #7,LONG BEACH,90803-2468,2231 1ST 90803-2468,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),0,07/09/2014,,"(33.7652, -118.1647)",33.7652,-118.1647
0000034637-0001-9,T R A V MEAT CORP,KARABAGH MEAT MARKET,13747 VICTORY BLVD,VAN NUYS,91401-2348,13747 VICTORY 91401-2348,,,,424400.0,Grocery & related products,2,09/01/1992,,"(34.1866, -118.4326)",34.1866,-118.4326
0003024060-0001-6,CANDLE CANDIES COMPANY LLC,CANDLE CANDIES COMPANY LLC,2108   FAIR PARK AVENUE   APARTMENT #211,LOS ANGELES,90041-1979,2108 FAIR PARK 90041-1979,2108   FAIR PARK AVENUE   APARTMENT #211,LOS ANGELES,90041-1979,424400.0,Grocery & related products,14,07/12/2016,,"(34.1354, -118.2137)",34.1354,-118.2137
0003071272-0001-5,"KUMANA, INC.",KUMANA,555 W 5TH STREET   FLOOR #35,LOS ANGELES,90013-1010,555 5TH 90013,,,,424400.0,Grocery & related products,14,05/07/2018,,"(34.0501, -118.2532)",34.0501,-118.2532
0002383369-0001-4,"SAN GUK, KIM",LUCKY LIQUOR MARKET,5469 ALHAMBRA AVENUE,LOS ANGELES,90032-3130,5469 ALHAMBRA 90032-3130,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),14,09/19/2008,,"(34.0783, -118.1663)",34.0783,-118.1663
0003072135-0001-3,CARLA LIZA VACCARI,OCEANO SEAFOOD,7412   VANALDEN AVENUE,RESEDA,91335-2523,7412 VANALDEN 91335-2523,,,,424400.0,Grocery & related products,3,08/24/2018,,"(34.2052, -118.5489)",34.2052,-118.5489
0003063874-0001-1,KANDA BARS,,200 S BARRINGTON AVENUE   SUITE #1462,LOS ANGELES,90049-7939,200 BARRINGTON 90049,200 S BARRINGTON AVENUE   SUITE #1462,LOS ANGELES,90049-7939,424400.0,Grocery & related products,11,07/01/2018,,"(34.0642, -118.4687)",34.0642,-118.4687
0003078756-0001-8,ROSALBA GARCIA PEREZ,KATHERINE 99 CENTS & UP,4632   SANTA MONICA BLVD   SPACE #5,LOS ANGELES,90029-1804,4632 SANTA MONICA 90029-1804,1327   TAMARIND AVENUE   APARTMENT #12,LOS ANGELES,90028-8277,445100.0,Grocery stores (including supermarkets & convenience stores without gas),13,09/01/2018,,"(34.0905, -118.2906)",34.0905,-118.2906
0003097054-0001-7,MIRO FOOD SALES LLC,,880 E 1ST STREET,LOS ANGELES,90012-4311,880 1ST 90012,880 E 1ST STREET,LOS ANGELES,90012-4311,424400.0,Grocery & related products,14,01/02/2019,,"(34.0482, -118.2343)",34.0482,-118.2343
0003007552-0001-1,TRASHFISH LLC,,8877   VENICE BLVD,LOS ANGELES,90034-3222,8877 VENICE 90034,8877   VENICE BLVD,LOS ANGELES,90034-3222,445220.0,Fish & seafood markets,10,09/20/2017,,"(34.0301, -118.3876)",34.0301,-118.3876
0003047535-0001-3,KFOOD SECRET,,3580   WILSHIRE BLVD   SUITE #1490,LOS ANGELES,90010-2517,3580 WILSHIRE 90010,3580   WILSHIRE BLVD   SUITE #1490,LOS ANGELES,90010-2517,424400.0,Grocery & related products,10,04/03/2018,,"(34.0612, -118.3028)",34.0612,-118.3028
0000247213-0001-0,KWOCK J WONG,,1611 S VERMONT AVENUE,LOS ANGELES,90006-4521,1611 VERMONT 90006,5724 S MULLEN AVENUE,LOS ANGELES,90043-2329,445100.0,Grocery stores (including supermarkets & convenience stores without gas),1,03/01/1973,,"(34.044, -118.2915)",34.044,-118.2915
0000754203-0001-8,HARBOR MARINE PRODUCTS INC,,1020 E 7TH STREET,LOS ANGELES,90021-1502,1020 7TH 90021-1502,5088   FRUITLAND AVENUE,VERNON,90058-2715,424400.0,Grocery & related products,14,01/03/2003,,"(34.0383, -118.2434)",34.0383,-118.2434
0003044610-0001-0,"WHOLESOME NATURE FOODS, INC.",,2355   WESTWOOD BLVD   SUITE #361,LOS ANGELES,90064-2109,2355 WESTWOOD 90064,2355   WESTWOOD BLVD   SUITE #361,LOS ANGELES,90064-2109,424400.0,Grocery & related products,5,03/10/2018,,"(34.0411, -118.4298)",34.0411,-118.4298
0003099422-0001-4,STARMONT INVESTMENTS LLC,,1925   CENTURY PARKS  E,LOS ANGELES,90067-2701,1925 CENTURY 90067-2701,1925   CENTURY PARKS  E BUILDING #1700,LOS ANGELES,90067-2740,424400.0,Grocery & related products,5,01/06/2011,,"(34.061, -118.4149)",34.061,-118.4149
0003052449-0001-7,"NORTHEAST SALES & MARKETING, LLC",,2717   EL ROBLE DRIVE,LOS ANGELES,90041-1847,2717 EL ROBLE 90041,2717   EL ROBLE DRIVE,LOS ANGELES,90041-1847,424400.0,Grocery & related products,14,01/01/2018,,"(34.1393, -118.2246)",34.1393,-118.2246
0002615047-0001-0,YUKIHIKI ENDO,YUKI & CO,9668   TELSTAR AVENUE,EL MONTE,91731-3004,9668 TELSTAR 91731-3004,9668   TELSTAR AVENUE,EL MONTE,91731-3004,424400.0,Grocery & related products,0,01/01/2008,,"(34.0701, -118.0575)",34.0701,-118.0575
0000449993-0001-1,YOUNG SOPHIA KANG,THE COFFEE BAR,12444 VICTORY BLVD UNIT #105,N HOLLYWOOD,91606-3156,12444 VICTORY 91606-3156,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),2,03/15/2001,,"(34.1866, -118.4043)",34.1866,-118.4043
0003014971-0001-1,JOSE LUIS CANALES,J L PRODUCE,746 S CENTRAL AVENUE,LOS ANGELES,90021-1533,746 CENTRAL 90021-1533,431 S BERENDO STREET   APARTMENT #203,LOS ANGELES,90020-2118,445230.0,Fruit & vegetable markets,14,10/31/2017,,"(34.0353, -118.2421)",34.0353,-118.2421
0002690118-0001-6,JESSICA GERGES,FEFE FRUIT COMPANY,123 S FIGUEROA STREET    #BOX 531,LOS ANGELES,90012-2469,123 FIGUEROA 90012-2469,,,,445230.0,Fruit & vegetable markets,14,07/02/2013,,"(34.0572, -118.2524)",34.0572,-118.2524
0000291311-0001-7,"JOYA FOOD ENTERPRISES, INC.",VALLARTA SUPERMARKET #8,9136 SEPULVEDA BLVD,NORTH HILLS,91343-3921,9136 SEPULVEDA 91343-3921,10147   SAN FERNANDO ROAD,PACOIMA,91331-2617,445100.0,Grocery stores (including supermarkets & convenience stores without gas),7,11/29/1995,,"(34.236, -118.4674)",34.236,-118.4674
0003131156-0001-8,BRENDA STAFFORD,TOBIAS MINI MARKET,14663   PARTHENIA STREET,PANORAMA CITY,91402-2916,14663 PARTHENIA 91402-2916,8817   TOBIAS AVENUE   #30,PANORAMA CITY,91402-2338,445100.0,Grocery stores (including supermarkets & convenience stores without gas),6,02/01/2019,,"(34.2283, -118.452)",34.2283,-118.452
0003071214-0001-2,J & A BARGAIN,A & A SHINE BARGAIN,735 S VERMONT AVENUE,LOS ANGELES,90005-1518,735 VERMONT 90005-1518,735 S VERMONT AVENUE,LOS ANGELES,90005-1518,445100.0,Grocery stores (including supermarkets & convenience stores without gas),10,07/01/2018,,"(34.0587, -118.292)",34.0587,-118.292
0003091781-0001-8,SKID ROW PEOPLE'S MARKET L.C.C.,SKID ROW PEOPLE'S MARKET,453 S SAN PEDRO STREET,LOS ANGELES,90013-2129,453 SAN PEDRO 90013-2129,9248   APPLEBY STREET,DOWNEY,90240-2917,445100.0,Grocery stores (including supermarkets & convenience stores without gas),14,02/01/2018,,"(34.0444, -118.244)",34.0444,-118.244
0003125753-0001-6,JUAN DANIEL HURTADO,LA DONA MARISCOS,2201 S SAN PEDRO STREET   SUITE #D,LOS ANGELES,90011-1158,2201 SAN PEDRO 90011-1158,,,,445220.0,Fish & seafood markets,9,04/10/2019,,"(34.0248, -118.2597)",34.0248,-118.2597
0003009280-0001-3,GERARDO MEDINA,BIANCA'S MINI MARKET,4504 S NORMANDIE AVENUE,LOS ANGELES,90037-2814,4504 NORMANDIE 90037-2814,4504 S NORMANDIE AVENUE,LOS ANGELES,90037-2814,445100.0,Grocery stores (including supermarkets & convenience stores without gas),9,09/27/2017,,"(34.0026, -118.3001)",34.0026,-118.3001
0002701640-0001-7,SABATINO NORTH AMERICA LLC,,2801 LA CIENEGA AVENUE,LOS ANGELES,90034-2617,2801 LA CIENEGA 90034-2617,,,,424400.0,Grocery & related products,10,01/02/2011,,"(34.0328, -118.3784)",34.0328,-118.3784
0003079586-0001-0,ASADERO CHIKALI LLC,,1337   SIMMONS AVENUE   APARTMENT #1,LOS ANGELES,90022-4264,1337 SIMMONS 90022,1337   SIMMONS AVENUE   APARTMENT #1,LOS ANGELES,90022-4264,445210.0,Meat markets,0,10/01/2018,,"(34.0117, -118.1471)",34.0117,-118.1471
0003129737-0001-6,MANUEL VASQUEZ,FAMILY HAPPY MARKET,11810 S FIGUEROA STREET,LOS ANGELES,90061-1412,11810 FIGUEROA 90061-1412,11810 S FIGUEROA STREET,LOS ANGELES,90061-1412,445100.0,Grocery stores (including supermarkets & convenience stores without gas),15,06/05/2019,,"(33.926, -118.2823)",33.926,-118.2823
0002518499-0001-6,WCS TRADING INC,DRIED FRUIT PRODUCT,2430 MARIONDALE AVENUE,LOS ANGELES,90032-3517,2430 MARIONDALE 90032-3517,,,,424400.0,Grocery & related products,14,09/01/2010,,"(34.075, -118.1659)",34.075,-118.1659
0003063863-0001-3,WONDER MART INC,,400 S LOS ANGELES STREET,LOS ANGELES,90013-1461,400 LOS ANGELES 90013-1461,9747   SARI PLACE,NORTHRIDGE,91343-1730,445100.0,Grocery stores (including supermarkets & convenience stores without gas),14,07/06/2018,,"(34.047, -118.2461)",34.047,-118.2461
0003117062-0001-6,HFFM 2017 LLC,JR MARKET DISCOUNT,8322   AVALON BLVD,LOS ANGELES,90003-3110,8322 AVALON 90003-3110,8322   AVALON BLVD,LOS ANGELES,90003-3110,445100.0,Grocery stores (including supermarkets & convenience stores without gas),9,04/01/2019,,"(33.9631, -118.2648)",33.9631,-118.2648
0000297831-0001-9,ICREST INTERNATIONAL LLC,ICREST-JCP,200 N SEPULVEDA BLVD   SUITE #925,EL SEGUNDO,90245-4340,200 SEPULVEDA 90245-4340,200 N PACIFIC COAST HIGHWAY   SUITE ##925,EL SEGUNDO,90245-5668,424400.0,Grocery & related products,0,01/02/2001,,"(33.9183, -118.3957)",33.9183,-118.3957
0000762624-0001-4,ARMAGHAN INC,,10846 VANOWEN STREET,NORTH HOLLYWOOD,91605-6406,10846 VANOWEN 91605-6406,,,,424400.0,Grocery & related products,2,07/01/2002,,"(34.1939, -118.3674)",34.1939,-118.3674
0002885061-0001-5,JOSE JAIME RAMIREZ,LA HERRADURA PRODUCE,1500 E OLYMPIC BLVD   SUITE #6,LOS ANGELES,90021-1967,1500 OLYMPIC 90021-1967,1500 E OLYMPIC BLVD   SPACE #6,LOS ANGELES,90021-1967,424400.0,Grocery & related products,14,02/02/2016,,"(34.0306, -118.2424)",34.0306,-118.2424
0003066473-0001-6,LOLO ENTERPRISE LLC,ZOLE MARKET,706 N LA BREA AVENUE,INGLEWOOD,90302-2204,706 LA BREA 90302,706 N LA BREA AVENUE,INGLEWOOD,90302-2204,445100.0,Grocery stores (including supermarkets & convenience stores without gas),0,07/26/2018,,"(33.9719, -118.3574)",33.9719,-118.3574
0002596580-0001-6,JESUS RAMOS-FIGUEROA,LA SAN MIGUEL  | LA SAN MIGUEL MARKET,1900 BEVERLY BLVD,LOS ANGELES,90057-2456,1900 BEVERLY 90057-2456,1900   BEVERLY BLVD,LOS ANGELES,90057-2456,445100.0,Grocery stores (including supermarkets & convenience stores without gas),13,01/13/2012,,"(34.0655, -118.2679)",34.0655,-118.2679
0000276891-0001-1,ECLIPSE BERRY FARMS LLC,,11812 SAN VICENTE BLVD #250,LOS ANGELES,90049-6632,11812 SAN VICENTE 90049-6632,,,,445230.0,Fruit & vegetable markets,11,09/01/2000,,"(34.053, -118.4681)",34.053,-118.4681
0002959486-0001-3,"KIMS FISH MANNA WORLD, INC.",,10004   AVALON BLVD,LOS ANGELES,90003-4816,10004 AVALON 90003-4816,10004   AVALON BLVD,LOS ANGELES,90003-4816,445220.0,Fish & seafood markets,8,01/23/2017,,"(33.9451, -118.2651)",33.9451,-118.2651
0003007000-0001-3,JUXTHREE,RED'S LIQUOR | RED'S LIQUOR,10001 S MAIN STREET,LOS ANGELES,90003-4617,10001 MAIN 90003-4617,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),8,09/13/2017,,"(33.9453, -118.2742)",33.9453,-118.2742
0002837111-0001-8,GUADALUPE SERAFIN,G & S PRODUCE,2640 E WASHINGTON BLVD UNIT #20,LOS ANGELES,90023-2690,2640 WASHINGTON 90023-2690,6503 WILCOX AVENUE,BELL,90201-2725,424400.0,Grocery & related products,14,07/01/2015,,"(34.0173, -118.225)",34.0173,-118.225
0003083934-0001-8,ALIS&LIA LLC,,14723   MORRISON STREET,SHERMAN OAKS,91403-1652,14723 MORRISON 91403,14723   MORRISON STREET,SHERMAN OAKS,91403-1652,424400.0,Grocery & related products,4,10/01/2018,,"(34.1606, -118.4539)",34.1606,-118.4539
0002526600-0002-9,TINA PETROSSIAN,TONYS DELI,12501   BURBANK BLVD   UNIT #5,NORTH HOLLYWOOD,91607-4531,12501 BURBANK 91607-4531,,,,424400.0,Grocery & related products,2,01/01/2019,,"(34.1725, -118.4056)",34.1725,-118.4056
0000151662-0001-3,FOOD CONNECT INC,,544 STANFORD AVENUE,LOS ANGELES,90013-2123,544 STANFORD 90013-2123,544   STANFORD AVENUE,LOS ANGELES,90013-2123,424400.0,Grocery & related products,14,07/15/2004,,"(34.0417, -118.2419)",34.0417,-118.2419
0000867372-0002-9,GEORGE ASHGYAN,YORGOS IMPORT AND EXPORT,8211   GOODLAND COURT,NORTH HOLLYWOOD,91605-1106,8211 GOODLAND 91605-1106,,,,424400.0,Grocery & related products,2,02/19/2019,,"(34.2202, -118.4125)",34.2202,-118.4125
0002856318-0001-1,S&T ENTERPRISES INC,CALMAX FAMILY MARKET,6604 N FIGUEROA STREET,LOS ANGELES,90042-2006,6604 FIGUEROA 90042-2006,13719   VAN NUYS BLVD,PACOIMA,91331-3619,445100.0,Grocery stores (including supermarkets & convenience stores without gas),14,11/01/2015,,"(34.1221, -118.1846)",34.1221,-118.1846
0002521286-0002-6,GERARDO CAMACHO BRIZO,CAMACHOS CITRUS,2223   DAMON STREET,LOS ANGELES,90021-2401,2223 DAMON 90021-2401,,,,445230.0,Fruit & vegetable markets,14,11/27/2017,,"(34.0289, -118.2331)",34.0289,-118.2331
0003130730-0001-5,EN UNIVERSAL INC,RING BAKED TOFU DONUTS,6800   OWENSMOUTH AVENUE   SUITE #130,CANOGA PARK,91303-4234,6800 OWENSMOUTH 91303-4234,,,,424400.0,Grocery & related products,3,02/20/2019,,"(34.1944, -118.6012)",34.1944,-118.6012
0002723551-0001-4,LAS BRISAS RETAURANT INC,MARISCOS LAS BRISAS,1829 E CESAR E CHAVEZ AVENUE,LOS ANGELES,90033-2415,1829 CESAR E CHAVEZ 90033-2415,,,,445220.0,Fish & seafood markets,14,01/01/2014,,"(34.0504, -118.216)",34.0504,-118.216
0003050820-0001-7,YOUNG HWAN JEE / SOON SIL JEE,JIM'S MARKET,4221 S MAIN STREET,LOS ANGELES,90037-2210,4221 MAIN 90037-2210,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),9,04/01/2018,,"(34.007, -118.2741)",34.007,-118.2741
0000988991-0001-8,NINA MIA INC,,826 ENTERPRISE WAY,FULLERTON,92831-5015,826 ENTERPRISE 92831-5015,,,,424400.0,Grocery & related products,0,10/15/1990,,"(33.8622, -117.903)",33.8622,-117.903
0002571849-0003-4,RED BULL DISTRIBUTION COMPANY INC,,4811   EASTERN AVENUE   BUILDING #5,BELL,90201-6405,4811 EASTERN 90201-6405,1630   STEWART STREET,SANTA MONICA,90404-4020,424400.0,Grocery & related products,0,11/18/2011,,"(33.9901, -118.1616)",33.9901,-118.1616
0003114558-0001-9,MELANIE REED,KB?S MUNCHIE SHACK,10032 S WESTERN AVENUE   APARTMENT #A,LOS ANGELES,90047-4289,10032 WESTERN 90047,1252 W 125TH STREET,LOS ANGELES,90044-1006,445100.0,Grocery stores (including supermarkets & convenience stores without gas),8,03/19/2019,,"(33.9447, -118.3089)",33.9447,-118.3089
0003018866-0001-1,HIS GROUP INC,,18105   ADRIA MARU LANE,CARSON,90746-1421,18105 ADRIA MARU 90746-1421,840 1/2 E 25TH STREET,LOS ANGELES,90011-1670,424400.0,Grocery & related products,0,10/01/2017,,"(33.8669, -118.2749)",33.8669,-118.2749
0000750051-0001-1,ROBERT TUSQUELLAS,BOB TUSQUELLAS SEA FOODS,6333 W 3RD STREET #138,LOS ANGELES,90036-3191,6333 3RD 90036-3191,,,,424400.0,Grocery & related products,4,01/01/1966,,"(34.0713, -118.36)",34.0713,-118.36
0002093787-0001-5,SYLVIA Y KIM AND BYUNG MOON KIM,HOOPER MARKET,2339 HOOPER AVENUE,LOS ANGELES,90011-1713,2339 HOOPER 90011-1713,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),9,02/20/2006,,"(34.0176, -118.2491)",34.0176,-118.2491
0002978841-0001-4,KAIZEN IMPORT,,1616 N INDIANA STREET,LOS ANGELES,90063-2522,1616 INDIANA 90063-2522,POST OFFICE BOX #12,GLENDALE,91209-0012,424400.0,Grocery & related products,0,10/01/2016,,"(34.0603, -118.1925)",34.0603,-118.1925
0003021693-0001-8,RESTAURANTE MI TIERRA CORP,,13762   ROSCOE BLVD,PANORAMA CITY,91402-3840,13762 ROSCOE 91402,13762   ROSCOE BLVD,PANORAMA CITY,91402-3840,445230.0,Fruit & vegetable markets,6,01/01/2018,,"(34.2213, -118.4331)",34.2213,-118.4331
0003040514-0001-1,"KOREA SOJU HWAYO, INC.",,4201   WILSHIRE BLVD   SUITE #333,LOS ANGELES,90010-3615,4201 WILSHIRE 90010,4201   WILSHIRE BLVD   SUITE #333,LOS ANGELES,90010-3615,424400.0,Grocery & related products,4,03/08/2018,,"(34.0622, -118.3192)",34.0622,-118.3192
0003118877-0001-5,MOMMY'S & KIDS NUTRITIONAL CENTER INC.,,601 N AZUSA AVENUE,AZUSA,91702-2910,601 AZUSA 91702,13759   ASTORIA STREET,SYLMAR,91342-3002,445100.0,Grocery stores (including supermarkets & convenience stores without gas),0,06/01/2019,,"(34.1318, -117.9079)",34.1318,-117.9079
0000202580-0004-9,FARMER BROS CO,,9901   BELL RANCH DRIVE,SANTA FE SPRINGS,90670-2973,9901 BELL RANCH 90670-2973,POST OFFICE BOX #77057,FORT WORTH,76177-0057,445100.0,Grocery stores (including supermarkets & convenience stores without gas),0,09/03/1985,,"(33.9484, -118.0644)",33.9484,-118.0644
0002509781-0001-1,FREDY O TOCO AYALA,,3448 WEST BLVD,LOS ANGELES,90016-4129,3448 WEST 90016-4129,,,,424400.0,Grocery & related products,10,01/01/2009,,"(34.0243, -118.3416)",34.0243,-118.3416
0003010814-0001-6,"P & J, INC.",P & J  MARKET,1479 E 22ND STREET,LOS ANGELES,90011-1305,1479 22ND 90011,1479 E 22ND STREET,LOS ANGELES,90011-1305,445100.0,Grocery stores (including supermarkets & convenience stores without gas),9,10/23/2017,,"(34.0192, -118.248)",34.0192,-118.248
0000740285-0001-1,BRIZO'S CITRUS INC,BRIZO CITRUS,1350 1/2 ELWOOD STREET,LOS ANGELES,90021-2413,1350 ELWOOD 90021-2413,,,,445230.0,Fruit & vegetable markets,14,08/30/2002,,"(34.0254, -118.2359)",34.0254,-118.2359
0000089006-0001-2,P G MELLOS/A L MELLOS,GUST PICOULAS & CO,746 TOWNE AVENUE,LOS ANGELES,90021-1418,746 TOWNE 90021-1418,16668 CUMBRE VERDE COURT,PACIFIC PALISADES,90272-1914,424400.0,Grocery & related products,14,01/01/1985,,"(34.0384, -118.2463)",34.0384,-118.2463
0000195386-0001-9,NANCY ROWLAND,ART DIRECTION & GRAPHIC DESIGN,1143 S HOBART BLVD,LOS ANGELES,90006-2417,1143 HOBART 90006-2417,6140   MONTEREY ROAD   SUITE #315,LOS ANGELES,90042-5406,424400.0,Grocery & related products,10,07/12/1979,,"(34.05, -118.3052)",34.05,-118.3052
0000584755-0001-4,COMMERCIAL MEAT CO INC,,1738 INDUSTRIAL STREET,LOS ANGELES,90021-1222,1738 INDUSTRIAL 90021-1222,,,,424400.0,Grocery & related products,14,07/14/1987,,"(34.0359, -118.2351)",34.0359,-118.2351
0003101219-0001-6,MELIDA P RECINOS MARTINEZ,,915 S CARONDELET STREET   APARTMENT #308,LOS ANGELES,90006-1999,915 CARONDELET 90006,915 S CARONDELET STREET   APARTMENT #308,LOS ANGELES,90006-1999,445100.0,Grocery stores (including supermarkets & convenience stores without gas),1,02/05/2019,,"(34.0549, -118.2836)",34.0549,-118.2836
0003016991-0001-3,CRISTOBAL BOCEL SALOJ,SUPER UNO MEAT MARKET 99C,4375 S VAN NESS AVENUE,LOS ANGELES,90062-1454,4375 VAN NESS 90062-1454,,,,445210.0,Meat markets,8,12/08/2017,,"(34.004, -118.3173)",34.004,-118.3173
0003011480-0001-8,"GLATT WESTERN YAYIN, INC.",,6300   WILSHIRE BLVD   SUITE #2030,LOS ANGELES,90048-5268,6300 WILSHIRE 90048,6300   WILSHIRE BLVD   SUITE #2030,LOS ANGELES,90048-5268,445100.0,Grocery stores (including supermarkets & convenience stores without gas),5,09/20/2017,,"(34.063, -118.3664)",34.063,-118.3664
0000188089-0001-3,REINALDO BONILLA,,746   MARKET COURT   UNIT #25-26,LOS ANGELES,90021-1103,746 MARKET 90021-1103,5919 S VAN NESS AVENUE,LOS ANGELES,90047-1029,445230.0,Fruit & vegetable markets,14,08/15/2000,,"(34.0348, -118.2415)",34.0348,-118.2415
0000348926-0001-7,NASA OIL CORP,,4163 GREEN MEADOW COURT,ENCINO,91316-4422,4163 GREEN MEADOW 91316-4422,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),5,04/20/1981,,"(34.1465, -118.5294)",34.1465,-118.5294
0000058113-0001-4,NABIL G BATTA,PNB PROPERTIES,11409 AMIGO AVENUE,NORTHRIDGE,91326-2119,11409 AMIGO 91326-2119,11409 AMIGO AVENUE,NORTHRIDGE,91326-2119,445100.0,Grocery stores (including supermarkets & convenience stores without gas),12,03/01/1993,,"(34.2787, -118.5402)",34.2787,-118.5402
0003124538-0001-8,NONI INTERNATIONAL INC,,5320   DERRY AVENUE   SUITE #D,AGOURA HILLS,91301-5040,5320 DERRY 91301,5320   DERRY AVENUE   SUITE #D,AGOURA HILLS,91301-5040,424400.0,Grocery & related products,0,05/16/2018,,"(34.1451, -118.7487)",34.1451,-118.7487
0000430798-0001-6,PACIFIC BLUE INC,PACIFIC BLUE CO,152 S MISSION ROAD,LOS ANGELES,90033-3207,152 MISSION 90033-3207,,,,424400.0,Grocery & related products,14,01/01/1997,,"(34.0463, -118.2279)",34.0463,-118.2279
0000122364-0001-6,PHOENIX BAKERY INC,,969 N BROADWAY,LOS ANGELES,90012-1728,969 BROADWAY 90012-1728,,,,424400.0,Grocery & related products,1,10/01/1977,,"(34.0658, -118.2364)",34.0658,-118.2364
0003077801-0001-8,"B&L CAPITAL, INC.",WESTERN PLAZA FISH MARKET,4042 S WESTERN AVENUE,LOS ANGELES,90062-1634,4042 WESTERN 90062-1634,4042 S WESTERN AVENUE,LOS ANGELES,90062-1634,445220.0,Fish & seafood markets,8,10/01/2018,,"(34.0098, -118.3088)",34.0098,-118.3088
0000178218-0076-5,RALPHS GROCERY CO,RALPHS #22,645 W 9TH STREET,LOS ANGELES,90015-1640,645 9TH 90015-1640,POST OFFICE BOX #54143,LOS ANGELES,90054-0143,445100.0,Grocery stores (including supermarkets & convenience stores without gas),14,07/13/2007,,"(34.0454, -118.2607)",34.0454,-118.2607
0002473897-0003-2,H H & S ENTERPRISES INC,7-ELEVEN STORE 25848D,3470 W 6TH STREET,LOS ANGELES,90020-2556,3470 6TH 90020-2556,POST OFFICE BOX #219088,DALLAS,75221-9088,445100.0,Grocery stores (including supermarkets & convenience stores without gas),10,07/25/2018,,"(34.0631, -118.2975)",34.0631,-118.2975
0002308401-0001-0,NISHANTHI DEVIKA WICKRAMASINGHE,SUPER MARDO SAN CARLOS | SUPER MERCADO SAN CARLOS,2801 N MAIN STREET,LOS ANGELES,90031-3322,2801 MAIN 90031-3322,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),1,01/18/2008,,"(34.066, -118.2128)",34.066,-118.2128
0003044716-0001-5,"MECHTA NORTH, INC.",MECHTA DELI,17757   SHERMAN WAY,RESEDA,91335-3319,17757 SHERMAN 91335,17757   SHERMAN WAY,RESEDA,91335-3319,445100.0,Grocery stores (including supermarkets & convenience stores without gas),3,03/21/2018,,"(34.2013, -118.5202)",34.2013,-118.5202
